review_score,payment_value,deliver_time
5,228.41,3.0
5,212.86,11.0
5,160.22,5.0
4,65.68,28.0
5,195.91,3.0
3,22.29,3.0
2,170.84,25.0
5,155.22,3.0
5,205.96,4.0
5,110.84,17.0
4,143.01,25.0
4,211.02,21.0
5,24.22,15.0
4,236.77,23.0
3,35.84,2.0
4,163.53,15.0
3,44.1,13.0
3,73.34,10.0
5,159.21,34.0
5,159.14,10.0
5,53.42,2.0
5,142.54,7.0
5,114.9,7.0
5,114.27,12.0
5,105.65,6.0
5,34.78,10.0
5,397.44,14.0
2,133.48,18.0
5,43.22,16.0
1,140.3,40.0
4,20.29,3.0
5,106.95,2.0
5,156.58,14.0
5,41.98,3.0
4,55.29,10.0
5,540.06,1.0
5,142.78,4.0
5,111.32,16.0
4,48.54,14.0
5,32.24,14.0
1,94.58,37.0
5,530.27,8.0
5,86.93,20.0
5,55.69,17.0
5,78.91,7.0
5,78.2,16.0
5,56.44,3.0
5,33.0,16.0
5,27.42,8.0
5,34.09,12.0
1,66.69,54.0
2,175.87,22.0
5,300.06,5.0
5,109.42,5.0
1,52.22,27.0
5,50.01,13.0
5,240.6,6.0
5,619.44,14.0
5,419.06,28.0
4,40.48,5.0
5,182.84,7.0
1,162.42,67.0
5,109.72,7.0
5,85.14,5.0
5,274.82,16.0
5,183.79,11.0
5,37.39,2.0
3,58.74,9.0
5,207.08,24.0
5,64.46,8.0
1,267.27,6.0
4,184.92,17.0
5,98.45,12.0
1,86.99,7.0
4,88.34,16.0
5,114.66,10.0
1,208.15,2.0
5,165.79,17.0
5,40.27,6.0
5,183.73,2.0
5,174.68,14.0
1,66.43,6.0
5,114.44,24.0
4,98.26,4.0
5,84.62,15.0
4,288.88,13.0
1,98.18,9.0
5,158.43,6.0
4,37.37,4.0
5,139.61,12.0
5,188.03,10.0
5,113.62,8.0
4,115.15,12.0
5,47.77,4.0
4,22.29,7.0
5,35.36,1.0
5,175.08,12.0
3,40.84,6.0
5,174.74,11.0
5,19.39,6.0
5,85.18,16.0
5,65.1,10.0
5,124.42,3.0
4,45.1,10.0
5,163.13,9.0
5,72.86,9.0
5,158.65,16.0
1,45.03,12.0
5,20.38,4.0
3,32.33,41.0
5,63.6,14.0
5,115.25,7.0
5,18.76,15.0
1,69.32,19.0
5,112.27,8.0
5,180.22,18.0
4,238.44,14.0
5,76.03,10.0
3,284.04,6.0
5,284.04,6.0
5,756.91,6.0
3,113.71,17.0
1,352.18,24.0
2,475.97,17.0
5,123.02,8.0
4,111.8,6.0
4,253.62,24.0
5,132.08,20.0
1,185.05,12.0
5,201.57,7.0
3,40.01,7.0
5,51.22,16.0
1,471.33,16.0
4,36.35,14.0
5,103.93,4.0
4,148.2,13.0
5,72.14,13.0
4,137.45,14.0
5,73.41,10.0
5,204.98,14.0
3,67.92,17.0
5,59.4,15.0
1,39.52,9.0
5,85.23,15.0
5,143.82,11.0
3,26.39,6.0
5,138.05,14.0
5,32.63,4.0
5,107.75,2.0
5,220.28,7.0
2,75.16,29.0
5,106.39,7.0
5,54.2,13.0
1,96.93,24.0
5,258.56,12.0
1,65.55,12.0
4,32.37,8.0
4,93.65,13.0
5,105.99,9.0
5,187.63,6.0
3,102.96,17.0
4,81.01,1.0
4,34.0,12.0
4,1083.2,23.0
5,36.15,7.0
5,72.43,16.0
5,97.43,7.0
5,132.6,11.0
3,150.09,29.0
1,141.48,24.0
4,94.4,5.0
5,80.87,12.0
3,44.09,11.0
5,125.13,22.0
5,177.27,1.0
5,24.75,6.0
4,127.92,11.0
5,118.46,9.0
5,682.98,8.0
3,102.03,6.0
4,38.18,9.0
4,195.0,9.0
3,123.82,4.0
5,99.43,2.0
4,167.02,7.0
5,96.69,10.0
5,16.78,7.0
4,108.46,15.0
5,27.07,13.0
5,46.48,15.0
5,258.23,10.0
5,287.27,6.0
5,83.32,13.0
5,56.78,2.0
5,89.6,8.0
5,29.44,8.0
3,114.18,14.0
5,247.21,14.0
4,118.93,11.0
5,205.57,36.0
5,134.2,8.0
1,224.17,35.0
4,300.56,12.0
4,249.84,14.0
5,327.82,15.0
5,161.42,42.0
5,185.9,11.0
4,69.54,12.0
3,153.32,18.0
5,153.99,9.0
3,195.0,6.0
5,57.77,1.0
1,93.22,38.0
5,127.13,16.0
5,45.89,6.0
5,71.02,6.0
2,112.45,23.0
5,58.69,8.0
3,171.85,9.0
5,106.05,2.0
5,73.16,7.0
5,73.16,7.0
4,232.06,12.0
3,56.85,5.0
5,175.67,2.0
2,380.94,10.0
4,28.07,14.0
4,107.01,16.0
3,40.1,10.0
5,727.17,13.0
5,139.99,9.0
4,126.69,6.0
5,72.99,18.0
5,91.86,23.0
4,61.68,7.0
5,37.0,8.0
5,90.99,11.0
4,77.57,11.0
5,38.78,26.0
5,204.55,9.0
5,162.03,9.0
5,37.77,8.0
5,258.33,6.0
5,173.53,11.0
5,126.81,6.0
5,242.02,12.0
5,167.59,4.0
5,76.08,19.0
5,174.74,6.0
4,33.95,12.0
5,44.24,4.0
3,89.7,7.0
1,38.09,35.0
5,145.66,18.0
4,333.51,8.0
5,108.17,4.0
5,282.74,8.0
5,49.3,12.0
4,76.21,8.0
4,38.75,12.0
5,209.12,5.0
4,127.02,4.0
4,116.45,20.0
5,107.59,4.0
5,61.23,12.0
4,68.43,8.0
3,96.81,4.0
5,160.46,4.0
5,84.45,12.0
5,151.07,11.0
1,19.85,27.0
5,59.43,6.0
5,400.85,3.0
4,93.3,9.0
5,79.24,9.0
1,194.92,9.0
4,356.36,13.0
5,67.93,13.0
1,195.36,34.0
5,60.95,6.0
1,46.53,25.0
4,206.39,7.0
5,175.33,14.0
1,136.18,66.0
5,301.16,7.0
5,42.5,2.0
3,117.85,28.0
4,29.47,10.0
5,97.79,8.0
5,58.8,20.0
4,104.11,3.0
4,60.53,15.0
5,162.5,7.0
5,74.13,8.0
5,64.1,6.0
5,35.84,1.0
5,93.28,8.0
5,60.01,7.0
4,137.73,8.0
5,120.68,9.0
5,62.91,8.0
5,229.14,17.0
5,36.78,2.0
1,372.84,8.0
5,51.2,6.0
5,47.64,2.0
5,61.79,11.0
5,72.05,13.0
5,27.3,11.0
2,97.87,22.0
5,50.32,12.0
5,227.38,8.0
5,40.59,4.0
5,592.42,15.0
1,103.87,7.0
4,69.7,3.0
5,79.2,7.0
5,198.66,23.0
5,199.15,4.0
5,163.48,4.0
5,42.69,8.0
4,112.24,8.0
5,82.82,10.0
4,247.48,11.0
5,149.04,7.0
4,42.01,3.0
1,65.0,8.0
4,116.74,7.0
5,203.08,15.0
5,30.1,7.0
5,67.81,9.0
5,43.89,4.0
2,413.29,11.0
5,145.9,6.0
5,242.1,5.0
5,43.86,8.0
5,178.27,12.0
5,86.15,14.0
1,23.68,23.0
5,57.29,3.0
1,61.75,9.0
4,219.79,24.0
1,1039.74,26.0
4,82.87,13.0
1,114.04,35.0
5,147.15,4.0
5,55.62,22.0
1,93.01,2.0
1,173.77,14.0
3,99.06,13.0
3,90.13,11.0
5,77.9,8.0
5,238.69,10.0
5,30.09,5.0
1,53.3,12.0
5,39.34,9.0
4,205.97000000000003,8.0
5,173.23,14.0
5,482.71,17.0
4,194.12,25.0
5,40.77,9.0
2,28.42,17.0
1,119.54,18.0
5,104.93,6.0
5,94.55,6.0
5,133.85,11.0
5,88.25,13.0
5,105.41,10.0
5,84.65,5.0
5,46.34,5.0
3,138.08,13.0
5,151.74,15.0
4,62.78,9.0
1,132.46,12.0
5,148.53,14.0
5,97.6,11.0
3,227.38,21.0
5,372.07,8.0
2,67.69,20.0
3,40.23,8.0
5,57.27,4.0
3,177.21,8.0
5,204.34,9.0
5,603.03,15.0
5,175.32,7.0
5,143.02,18.0
5,1333.25,18.0
5,202.83,6.0
5,157.36,5.0
4,39.23,15.0
4,61.01,10.0
4,69.23,7.0
5,32.7,4.0
1,36.61,74.0
5,141.84,5.0
2,182.14,5.0
5,163.68,13.0
5,83.79,3.0
1,181.6,37.0
4,128.17,6.0
5,17.69,7.0
5,143.66,6.0
5,128.46,13.0
1,138.02,6.0
1,217.37,7.0
5,54.29,5.0
5,90.88,10.0
5,90.88,10.0
5,158.76,18.0
5,83.15,10.0
3,121.1,22.0
4,382.42,5.0
5,82.39,1.0
5,73.18,6.0
4,67.5,12.0
5,65.1,21.0
3,178.59,9.0
3,461.8,16.0
5,77.73,30.0
5,272.04,5.0
4,33.99,6.0
4,64.05,13.0
1,194.26,13.0
5,367.2,7.0
5,107.32,11.0
1,69.44,23.0
3,218.72,52.0
5,45.86,2.0
4,187.76,14.0
3,32.41,17.0
1,298.2,26.0
5,343.4,17.0
5,127.09,15.0
5,44.08,10.0
5,102.64,5.0
1,103.07,14.0
5,67.46,7.0
3,123.18,17.0
4,148.15,4.0
3,178.27,12.0
4,170.3,15.0
1,219.0,13.0
4,46.53,5.0
3,81.28,10.0
5,129.41,5.0
4,162.62,5.0
4,482.72,16.0
5,61.1,10.0
4,29.22,16.0
5,99.8,6.0
4,102.64,19.0
5,111.72,23.0
4,73.09,11.0
5,66.65,5.0
4,46.69,11.0
5,224.87,20.0
5,218.21,7.0
3,101.14,3.0
5,139.62,9.0
3,103.78,11.0
3,32.42,24.0
5,259.6,9.0
5,41.38,15.0
5,234.15,13.0
1,221.64,52.0
5,61.6,13.0
5,327.7,4.0
5,99.52,5.0
1,48.13,37.0
4,236.29,13.0
5,132.95,8.0
5,75.68,9.0
1,163.29,24.0
5,63.6,2.0
5,39.75,7.0
5,37.0,17.0
4,95.02,15.0
5,172.5,6.0
5,24.06,3.0
3,91.21,5.0
5,43.71,4.0
5,65.27,5.0
5,470.14,25.0
5,383.25,4.0
4,71.51,11.0
3,95.3,8.0
4,69.18,5.0
5,49.01,16.0
4,121.39,22.0
5,82.88,9.0
1,47.68,6.0
5,194.97,9.0
5,36.46,2.0
1,182.91,10.0
3,53.76,6.0
3,152.72,12.0
5,314.53,13.0
3,35.0,9.0
4,35.04,14.0
5,77.24,19.0
5,65.0,23.0
5,41.93,15.0
4,38.78,4.0
5,42.58,2.0
5,172.62,7.0
5,367.24,38.0
5,39.61,6.0
5,95.8,14.0
5,30.72,3.0
5,113.65,7.0
1,809.7,10.0
4,82.88,22.0
1,59.09,32.0
5,179.8,21.0
5,14.06,5.0
4,65.0,14.0
5,225.01,8.0
5,195.7,11.0
5,40.27,5.0
3,137.52,19.0
4,87.94,12.0
5,22.86,10.0
5,148.15,10.0
1,67.83,27.0
5,177.25,9.0
5,67.57,3.0
4,48.22,20.0
5,238.22,3.0
5,272.36,10.0
5,115.11,38.0
5,219.21,15.0
4,26.38,2.0
4,121.19,15.0
5,713.7,5.0
5,462.02,26.0
2,778.47,16.0
5,91.95,10.0
3,177.49,17.0
5,245.04,14.0
3,143.53,16.0
1,35.7,23.0
3,33.27,6.0
4,39.25,10.0
5,212.61,30.0
5,36.75,4.0
5,67.68,4.0
5,216.1,5.0
5,35.75,11.0
5,72.93,15.0
5,158.54,20.0
5,147.15,13.0
4,225.31,16.0
5,51.67,12.0
5,131.61,13.0
5,65.09,12.0
4,1755.21,7.0
1,710.48,12.0
5,125.44,8.0
5,40.86,3.0
5,64.94,7.0
2,332.48,16.0
4,89.93,20.0
5,1029.84,10.0
4,79.11,9.0
2,60.42,16.0
5,51.86,11.0
5,56.6,2.0
1,323.96,16.0
5,63.33,4.0
5,40.1,7.0
5,99.9,20.0
3,21.77,2.0
3,732.68,11.0
4,37.62,3.0
4,37.62,3.0
5,99.52,6.0
1,64.13,20.0
5,231.26,9.0
4,147.66,25.0
4,106.3,15.0
5,238.7,7.0
5,22.29,4.0
5,44.09,16.0
4,35.86,33.0
3,104.85,31.0
4,335.77,23.0
5,175.82,12.0
4,81.12,18.0
5,194.5,7.0
1,165.51,44.0
5,27.38,16.0
5,119.33,4.0
1,47.77,17.0
1,170.28,12.0
4,96.54,21.0
1,215.05,19.0
4,161.05,7.0
5,429.24,3.0
1,31.27,24.0
5,63.86,12.0
5,688.24,12.0
5,71.14,15.0
5,295.72,10.0
5,79.51,9.0
5,99.2,4.0
3,46.13,18.0
1,67.44,9.0
5,545.51,3.0
5,90.28,9.0
5,131.32,5.0
5,40.09,10.0
5,32.1,14.0
4,152.39,14.0
3,33.13,10.0
5,74.36,12.0
5,680.26,15.0
4,196.29,6.0
5,318.97,9.0
5,109.48,4.0
5,56.09,21.0
2,60.42,28.0
5,273.56,13.0
5,84.14,9.0
5,133.4,4.0
4,128.08,13.0
4,431.92,7.0
5,62.53,9.0
5,64.51,8.0
1,278.65,2.0
5,29.69,21.0
4,1040.01,31.0
5,95.67,17.0
5,174.66,11.0
4,217.96,11.0
4,216.15,8.0
5,124.98,6.0
5,20.55,7.0
4,181.41,5.0
1,402.56,35.0
1,237.3,32.0
1,107.07,15.0
5,388.25,17.0
1,131.95,13.0
4,69.27,10.0
5,938.93,14.0
5,128.59,6.0
4,44.64,1.0
3,174.04,25.0
5,979.45,6.0
5,320.1,8.0
5,258.9,1.0
5,287.64,8.0
4,121.25,13.0
4,121.25,13.0
5,327.28,16.0
5,84.82,17.0
5,84.82,17.0
4,38.59,10.0
5,55.79,15.0
5,447.68,8.0
1,97.63,10.0
4,105.24,26.0
5,118.19,7.0
4,109.41,6.0
4,556.09,26.0
5,69.37,13.0
4,123.18,15.0
5,143.38,3.0
4,57.29,3.0
4,139.33,11.0
5,183.6,9.0
5,28.43,10.0
4,266.11,11.0
1,267.12,5.0
5,196.32,10.0
5,51.23,6.0
5,86.83,11.0
5,73.06,13.0
5,64.1,12.0
5,100.18,9.0
4,66.66,1.0
4,812.85,17.0
5,82.98,2.0
4,93.3,5.0
5,215.14,13.0
4,44.24,15.0
3,37.03,19.0
5,1239.94,4.0
5,132.03,4.0
2,66.44,9.0
5,49.54,4.0
4,207.27,23.0
3,57.43,10.0
5,573.78,15.0
5,77.57,37.0
5,104.2,5.0
5,77.28,11.0
1,213.81,7.0
4,44.59,16.0
5,122.76,8.0
4,64.0,8.0
1,53.0,11.0
5,150.92,11.0
1,185.07,4.0
5,50.589999999999996,7.0
5,281.3,17.0
5,43.17,6.0
4,127.41,7.0
5,73.03,10.0
4,77.16,13.0
5,130.11,19.0
3,168.46,8.0
1,1019.99,12.0
5,99.79,12.0
5,132.24,14.0
2,185.14,11.0
5,139.94,6.0
5,1381.83,28.0
4,106.6,9.0
1,279.5,4.0
5,56.15,9.0
5,117.23,7.0
3,71.63,3.0
5,65.09,10.0
5,25.78,6.0
4,224.13,33.0
3,277.65,7.0
3,257.04,16.0
5,32.21,11.0
5,134.89,19.0
4,92.68,5.0
5,71.53,7.0
5,31.79,9.0
4,329.2,16.0
1,37.01,32.0
5,76.78,4.0
5,123.53,6.0
5,349.74,22.0
3,87.94,30.0
5,30.38,2.0
5,129.43,17.0
5,47.5,7.0
5,440.49,8.0
1,276.11,6.0
5,45.69,10.0
5,125.12,7.0
3,60.42,9.0
5,30.22,5.0
1,96.32,38.0
4,93.63,5.0
4,50.51,11.0
5,53.9,10.0
5,57.07,8.0
5,50.39,9.0
5,83.17,6.0
1,76.76,28.0
5,105.28,16.0
5,303.53,9.0
5,115.81,6.0
4,439.72,20.0
5,94.74,7.0
3,130.65,12.0
5,636.21,15.0
5,42.46,8.0
1,30.09,9.0
5,290.37,9.0
5,21.36,2.0
5,142.48,8.0
5,78.27,5.0
4,143.5,12.0
5,75.53,18.0
4,119.05,4.0
5,90.25,17.0
5,511.32,11.0
5,107.25,3.0
5,123.18,13.0
5,222.68,23.0
4,101.63,5.0
5,68.65,24.0
5,30.48,21.0
5,143.41,10.0
5,118.35,7.0
3,172.53,11.0
5,132.34,16.0
1,64.1,6.0
5,1738.17,3.0
1,238.56,8.0
1,258.08,12.0
5,73.49,10.0
5,1007.36,19.0
4,79.59,4.0
5,115.45,8.0
5,122.43,6.0
4,50.15,13.0
5,102.64,16.0
5,214.46,2.0
5,57.77,4.0
5,160.51,20.0
2,434.24,25.0
3,93.95,3.0
3,125.25,7.0
5,52.27,3.0
5,58.41,6.0
5,43.95,10.0
5,99.95,23.0
5,31.79,6.0
4,128.61,20.0
5,100.24,16.0
4,47.04,11.0
5,38.0,15.0
5,152.58,16.0
5,145.56,11.0
5,46.22,14.0
5,73.14,6.0
5,553.72,6.0
3,70.75,8.0
4,42.51,3.0
5,123.82,20.0
5,67.23,11.0
4,175.77,15.0
5,50.23,11.0
5,298.99,10.0
5,249.16,2.0
4,163.26,11.0
5,243.95,11.0
5,226.93,16.0
4,134.04,10.0
5,133.98,7.0
5,157.74,12.0
5,54.09,11.0
4,59.09,12.0
5,73.4,5.0
5,55.1,7.0
5,818.69,10.0
5,41.03,22.0
5,27.39,3.0
5,27.6,32.0
5,146.71,15.0
5,389.6,4.0
5,77.89,15.0
5,203.15,1.0
5,115.07,6.0
5,72.18,13.0
1,122.47,33.0
1,643.84,47.0
5,58.16,1.0
5,79.53,5.0
4,92.9,7.0
5,167.88,4.0
5,105.38,6.0
3,162.68,12.0
4,232.29,8.0
5,59.09,10.0
5,74.16,5.0
5,167.14,16.0
3,919.38,12.0
5,201.15,15.0
4,47.9,4.0
5,819.35,28.0
5,457.38,2.0
1,98.34,15.0
5,133.48,8.0
1,127.21,39.0
5,155.19,26.0
5,96.09,8.0
5,123.03,11.0
3,150.98,14.0
2,158.3,23.0
5,21.48,5.0
5,39.09,8.0
3,62.01,5.0
5,133.18,6.0
5,222.87,25.0
5,22.34,4.0
5,176.47,12.0
5,51.02,20.0
4,102.66,18.0
4,43.27,8.0
4,126.23,10.0
5,26.83,10.0
5,103.69,6.0
5,70.42,7.0
5,66.22,7.0
3,80.7,10.0
1,112.11,19.0
4,95.29,9.0
5,95.29,9.0
4,201.96,8.0
4,146.5,9.0
5,151.29,14.0
5,84.02,7.0
4,175.27,6.0
1,126.54,11.0
5,592.49,32.0
4,86.92,16.0
5,106.11,17.0
5,37.77,4.0
5,31.91,1.0
3,45.0,12.0
5,31.11,7.0
3,58.36,12.0
5,76.66,10.0
5,24.89,6.0
1,76.86,37.0
5,45.8,5.0
5,189.96,7.0
5,64.09,9.0
5,97.66,6.0
1,53.62,9.0
5,77.16,14.0
5,194.5,9.0
3,86.02,9.0
4,499.29,14.0
5,208.92,4.0
5,73.8,5.0
5,211.83,14.0
5,145.57,16.0
5,102.0,4.0
5,1690.95,10.0
4,188.94,3.0
4,107.78,10.0
4,32.0,6.0
4,208.08,3.0
3,101.1,8.0
4,35.0,14.0
1,353.09,7.0
5,122.87,5.0
4,428.52,7.0
4,542.66,5.0
5,47.8,9.0
4,113.42,7.0
5,67.36,7.0
5,141.52,4.0
1,77.6,11.0
4,21.77,2.0
4,82.5,9.0
5,118.17,12.0
5,118.43,2.0
4,231.86,17.0
5,72.83,23.0
1,72.84,33.0
5,25.67,4.0
4,35.14,6.0
5,71.72,7.0
4,77.97,13.0
5,77.89,9.0
4,31.75,9.0
4,46.48,3.0
5,109.81,8.0
4,209.06,8.0
3,69.41,19.0
5,85.41,2.0
3,132.03,4.0
5,180.71,10.0
4,140.22,5.0
4,123.01,7.0
5,82.7,11.0
4,113.15,5.0
5,153.22,22.0
5,54.0,13.0
4,56.49,20.0
5,130.0,11.0
5,44.53,21.0
5,249.4,8.0
1,47.9,6.0
5,43.09,25.0
5,28.09,13.0
5,32.53,6.0
1,94.3,30.0
5,133.49,22.0
5,322.96,22.0
4,94.3,14.0
5,81.72,3.0
5,71.62,5.0
4,158.55,12.0
3,35.0,40.0
5,114.69,7.0
4,204.08,5.0
5,80.2,15.0
5,42.12,14.0
5,104.84,3.0
3,74.05,26.0
1,76.65,7.0
1,55.0,36.0
5,32.18,5.0
5,105.57,15.0
4,818.12,22.0
5,62.01,16.0
5,23.42,8.0
4,192.66,7.0
1,61.13,29.0
3,20.6,22.0
5,80.67,7.0
5,56.39,6.0
5,86.83,17.0
5,62.77,2.0
1,164.1,31.0
4,128.57,8.0
4,44.42,8.0
4,107.2,24.0
4,32.45,10.0
5,167.51,5.0
5,175.9,13.0
5,613.84,4.0
4,48.71,6.0
1,78.36,28.0
5,262.16,20.0
5,80.94,15.0
1,163.92,27.0
5,104.71,6.0
1,58.13,9.0
5,842.43,20.0
5,146.02,15.0
5,40.13,14.0
5,26.75,7.0
4,57.77,1.0
4,132.49,9.0
5,113.15,9.0
5,32.37,9.0
5,105.28,18.0
4,46.69,19.0
5,137.6,18.0
5,1014.48,15.0
4,50.95,16.0
5,132.39,22.0
5,93.07,7.0
4,321.16999999999996,6.0
5,229.58,6.0
5,207.73,6.0
1,135.48,16.0
5,230.64,19.0
5,164.1,5.0
5,41.24,7.0
5,82.33,5.0
5,752.21,11.0
4,170.13,19.0
5,180.19,11.0
5,27.6,4.0
5,57.06,20.0
4,60.38,5.0
5,466.67,8.0
4,87.66,14.0
5,294.91,11.0
1,32.38,8.0
4,93.04,8.0
5,100.34,6.0
5,114.32,5.0
5,656.72,12.0
1,27.75,34.0
5,123.84,6.0
5,218.55,9.0
5,110.18,1.0
5,317.34,11.0
5,52.57,2.0
3,449.79,7.0
5,209.53,10.0
5,97.23,9.0
1,63.1,29.0
5,367.65,5.0
4,88.72,14.0
4,180.37,68.0
5,96.88,3.0
1,24.11,83.0
5,39.09,18.0
3,53.29,6.0
1,131.95,14.0
1,211.51,6.0
5,142.5,25.0
5,80.0,12.0
5,491.98,27.0
3,249.18,6.0
1,78.42,7.0
3,38.3,4.0
5,53.14,12.0
4,87.81,28.0
5,42.68,8.0
4,88.91,5.0
4,100.04,22.0
5,65.63,15.0
2,91.08,25.0
4,165.8,8.0
1,34.0,47.0
5,35.77,4.0
5,106.78,20.0
3,164.32,12.0
5,117.94,7.0
4,243.57,19.0
5,37.32,10.0
5,367.11,4.0
4,45.86,4.0
5,52.38,11.0
3,72.99,3.0
4,98.65,9.0
5,65.09,8.0
5,85.6,10.0
5,28.88,19.0
4,84.24,15.0
5,64.66,6.0
3,133.08,12.0
5,57.8,9.0
5,61.33,11.0
1,29.1,25.0
5,79.56,11.0
1,100.18,10.0
5,807.2,9.0
5,776.83,9.0
5,70.36,4.0
5,44.8,2.0
4,151.79,4.0
1,123.89,27.0
4,74.77,26.0
4,161.17,14.0
3,131.04,14.0
5,43.13,9.0
5,78.18,11.0
5,129.17,44.0
4,142.41,20.0
5,44.46,8.0
5,113.92,10.0
5,136.07,8.0
4,108.1,9.0
1,146.54,24.0
3,142.1,13.0
5,109.9,19.0
5,58.64,4.0
5,54.75,5.0
5,165.3,18.0
5,131.23,7.0
1,51.4,15.0
3,77.66,8.0
5,49.34,16.0
4,225.07,11.0
4,31.689999999999998,15.0
4,144.78,9.0
5,460.87,8.0
5,46.84,1.0
5,30.82,4.0
5,412.88,15.0
5,64.4,7.0
4,110.13,5.0
5,223.76,8.0
5,149.07,1.0
5,128.01,19.0
5,134.19,4.0
5,69.9,16.0
4,279.3,5.0
4,63.74,17.0
5,60.63,4.0
5,2207.98,6.0
1,47.84,21.0
1,35.69,37.0
5,242.13,2.0
5,57.68,2.0
5,200.75,5.0
5,221.31,27.0
5,106.9,12.0
4,28.71,10.0
1,81.81,57.0
5,83.13,17.0
4,260.64,14.0
1,21.75,10.0
5,198.88,4.0
5,95.23,19.0
5,140.0,22.0
5,107.14,16.0
5,48.41,7.0
3,147.52,19.0
3,794.46,27.0
1,190.25,14.0
3,65.87,15.0
4,150.0,5.0
5,55.11,20.0
4,128.96,9.0
1,76.17,30.0
5,99.9,11.0
3,194.3,13.0
5,75.34,4.0
4,33.72,6.0
1,342.69,19.0
5,77.96,11.0
5,153.28,15.0
4,61.84,8.0
5,36.26,7.0
5,133.76,12.0
3,247.04,16.0
5,77.57,13.0
5,183.65,22.0
5,118.19,20.0
5,45.86,17.0
5,47.45,13.0
2,154.24,17.0
3,262.09999999999997,11.0
5,388.95,4.0
1,106.78,16.0
4,131.24,15.0
5,27.68,7.0
5,58.87,4.0
3,28.34,9.0
4,74.94,20.0
4,74.94,20.0
4,169.0,12.0
5,182.86,15.0
5,77.57,11.0
5,49.09,56.0
5,121.0,10.0
5,48.64,9.0
1,26.68,8.0
1,68.33,10.0
5,258.9,6.0
4,76.19,6.0
5,57.68,7.0
5,129.92,6.0
5,161.48,8.0
4,1024.2,31.0
1,349.53,78.0
5,171.0,16.0
3,115.0,22.0
5,1255.71,9.0
5,129.52,11.0
3,112.25,6.0
2,139.25,2.0
5,256.79,8.0
5,49.48,7.0
5,33.48,6.0
3,117.78,5.0
4,57.1,9.0
5,244.29,6.0
4,143.76,20.0
1,44.51,10.0
5,48.86,9.0
4,275.34,8.0
5,215.6,14.0
4,156.49,59.0
5,118.58,2.0
3,55.24,5.0
5,42.0,9.0
4,107.24,10.0
4,163.38,4.0
3,285.36,5.0
5,111.03,2.0
5,1605.14,14.0
4,101.25,9.0
5,24.64,8.0
5,217.06,11.0
5,50.19,4.0
1,337.24,4.0
4,73.47,12.0
5,509.36,5.0
1,311.98,21.0
5,553.04,3.0
5,26.77,10.0
5,27.79,5.0
3,128.1,7.0
5,218.84,19.0
4,126.53,12.0
1,276.08,11.0
5,94.77,5.0
5,454.0,5.0
1,60.69,35.0
5,93.91,8.0
4,173.84,7.0
5,436.59,21.0
5,144.86,19.0
4,200.84,10.0
5,123.4,6.0
1,64.31,12.0
5,54.34,7.0
5,54.34,7.0
5,224.82,10.0
5,160.57,3.0
1,86.96,21.0
5,244.36,5.0
5,453.6,15.0
4,338.64,4.0
5,436.69,18.0
5,99.43,6.0
3,467.51,30.0
5,219.58,2.0
1,123.01,41.0
5,64.42,11.0
5,163.25,26.0
5,242.8,21.0
5,58.98,13.0
5,79.85,10.0
3,142.01,3.0
5,139.09,2.0
3,296.71,29.0
4,224.01999999999998,28.0
1,209.4,28.0
5,37.77,5.0
1,75.25,25.0
5,132.03,3.0
5,47.43,11.0
4,40.0,6.0
3,57.51,4.0
5,784.8,7.0
5,65.0,14.0
3,100.7,7.0
2,254.73,42.0
5,233.61,20.0
5,475.35,2.0
5,112.25,5.0
5,152.16,18.0
5,74.61,18.0
5,159.82,4.0
5,34.28,12.0
3,28.75,11.0
5,101.93,10.0
3,121.98,14.0
2,35.93,5.0
1,111.65,7.0
4,405.69,20.0
5,67.83,9.0
5,91.52999999999999,10.0
5,619.65,34.0
5,97.03,12.0
5,309.85,5.0
1,153.39,7.0
4,31.99,4.0
5,26.29,1.0
5,37.75,14.0
5,109.5,3.0
4,132.05,7.0
5,194.5,13.0
4,38.54,3.0
5,136.08,10.0
5,178.54,2.0
5,28.41,7.0
5,126.68,14.0
5,140.29,14.0
4,37.77,8.0
5,44.35,7.0
5,115.37,19.0
1,261.62,4.0
5,30.09,11.0
5,190.32999999999998,10.0
4,80.1,8.0
5,44.69,9.0
1,55.690000000000005,15.0
5,2328.4,3.0
5,192.14,7.0
4,127.47,7.0
5,165.8,14.0
3,423.63,6.0
5,104.44,5.0
5,227.51,7.0
3,122.17,10.0
5,599.3,6.0
5,214.69,9.0
5,244.63,16.0
2,36.1,9.0
5,60.89,10.0
5,39.12,4.0
5,717.61,13.0
5,37.61,2.0
4,27.0,20.0
4,40.78,22.0
5,33.97,14.0
5,214.98,17.0
5,1504.61,14.0
5,43.69,15.0
5,66.78,16.0
4,124.73,6.0
5,64.62,6.0
5,143.81,8.0
4,145.88,4.0
3,269.08,2.0
5,88.18,17.0
1,175.34,2.0
5,201.82,6.0
5,28.0,22.0
1,283.15,20.0
5,277.97,6.0
5,96.92,5.0
1,53.1,16.0
5,278.54,4.0
4,236.32,6.0
5,103.39,5.0
4,414.04,10.0
4,440.47,11.0
3,43.92,15.0
5,83.23,10.0
4,111.6,1.0
5,162.24,2.0
1,52.07,6.0
5,100.3,6.0
5,172.03,11.0
5,281.31,9.0
4,31.43,17.0
5,51.78,17.0
3,21.77,5.0
3,166.68,12.0
4,408.9,2.0
